2024-05-06 20:49:51 CPU Usage: 18.2% | Memory Usage: 27.06% | I/O Usage (read write): 3.41 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
4b76beba0bca   logstash              0.41%     1.079GiB / 31.34GiB   3.44%     14.2kB / 2.75kB   0B / 16.3MB       40
9d48986e2e38   kibana                3.10%     484.6MiB / 1GiB       47.33%    15.3MB / 77.5MB   0B / 8.19kB       12
169fc0d27e17   monitor               1.53%     725.6MiB / 2GiB       35.43%    31.2MB / 2.03MB   0B / 32.8MB       18
8e05f3f7005f   elasticsearch         0.33%     1.451GiB / 2GiB       72.57%    77.3MB / 15MB     81.9kB / 47.5MB   89
8c8b2a42cbcb   mongo                 10.62%    102.2MiB / 1GiB       9.98%     251MB / 59.4GB    41kB / 186MB      23
7cac5634af4e   rabbitmq              9.14%     104MiB / 512MiB       20.31%    97.3MB / 95.5MB   0B / 3.34MB       41
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.45%     917.6MiB / 1GiB       89.61%    2.04MB / 1.67MB   0B / 14.3MB       63 | Load Average:  2.61, 2.30, 1.71 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.41 Write:8.89 | Network Latency: Min:1.471/1.685/1.982/0.166 Avg:ms Max:
2024-05-06 21:07:36 CPU Usage: 61.8% | Memory Usage: 27.34% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.64%     223.3MiB / 1GiB       21.81%    95.7MB / 123MB    0B / 27.6MB       39
893a597ee7e4   tripmanagementquery   0.77%     299MiB / 1GiB         29.20%    56MB / 24MB       0B / 29.4MB       63
a590ec851b1e   calculationservice    0.56%     7.562MiB / 1GiB       0.74%     49.7MB / 61.8MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     75.85%    397.2MiB / 1GiB       38.79%    59.6GB / 294MB    270kB / 153MB     53
542de0862de7   gmapsadapter          0.23%     70.21MiB / 1GiB       6.86%     33MB / 23.7MB     0B / 16.4kB       22
80cf21d912f2   notificationservice   0.12%     21.5MiB / 1GiB        2.10%     16.3MB / 3.24MB   0B / 0B           6
9bc901cb6181   userservice           0.12%     1.518GiB / 2GiB       75.91%    550kB / 631kB     0B / 21.6MB       40
4b76beba0bca   logstash              0.37%     1.079GiB / 31.34GiB   3.44%     14.3kB / 2.75kB   0B / 16.4MB       40
9d48986e2e38   kibana                3.73%     484.6MiB / 1GiB       47.33%    15.3MB / 77.6MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.20%     725.6MiB / 2GiB       35.43%    31.2MB / 2.03MB   0B / 32.9MB       18
8e05f3f7005f   elasticsearch         0.91%     1.451GiB / 2GiB       72.56%    77.3MB / 15MB     81.9kB / 47.5MB   88
8c8b2a42cbcb   mongo                 11.11%    102.2MiB / 1GiB       9.99%     252MB / 59.5GB    41kB / 186MB      23
7cac5634af4e   rabbitmq              1.68%     103.9MiB / 512MiB     20.29%    97.4MB / 95.6MB   0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.80%     917.6MiB / 1GiB       89.61%    2.05MB / 1.67MB   0B / 14.3MB       63 | Load Average:  2.36, 2.25, 1.70 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.485/1.647/1.742/0.099 Avg:ms Max:
2024-05-06 21:07:44 CPU Usage: 62.9% | Memory Usage: 27.35% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.70%     223.3MiB / 1GiB       21.81%    95.7MB / 123MB    0B / 27.6MB       39
893a597ee7e4   tripmanagementquery   0.89%     299MiB / 1GiB         29.20%    56MB / 24MB       0B / 29.4MB       63
a590ec851b1e   calculationservice    0.40%     7.562MiB / 1GiB       0.74%     49.7MB / 61.9MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     76.77%    394.3MiB / 1GiB       38.50%    59.7GB / 295MB    270kB / 154MB     53
542de0862de7   gmapsadapter          0.24%     70.17MiB / 1GiB       6.85%     33MB / 23.7MB     0B / 16.4kB       22
80cf21d912f2   notificationservice   0.13%     21.5MiB / 1GiB        2.10%     16.3MB / 3.24MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.518GiB / 2GiB       75.91%    550kB / 631kB     0B / 21.6MB       40
4b76beba0bca   logstash              0.67%     1.079GiB / 31.34GiB   3.44%     14.5kB / 2.75kB   0B / 16.4MB       40
9d48986e2e38   kibana                3.02%     484.6MiB / 1GiB       47.33%    15.3MB / 77.6MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.20%     725.6MiB / 2GiB       35.43%    31.3MB / 2.04MB   0B / 32.9MB       18
8e05f3f7005f   elasticsearch         0.41%     1.451GiB / 2GiB       72.56%    77.4MB / 15MB     81.9kB / 47.6MB   88
8c8b2a42cbcb   mongo                 11.38%    102.5MiB / 1GiB       10.01%    252MB / 59.7GB    41kB / 186MB      23
7cac5634af4e   rabbitmq              4.29%     103.9MiB / 512MiB     20.29%    97.4MB / 95.7MB   0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.07%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.50%     917.6MiB / 1GiB       89.61%    2.05MB / 1.67MB   0B / 14.3MB       63 | Load Average:  2.25, 2.23, 1.69 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.510/1.665/1.749/0.090 Avg:ms Max:
2024-05-06 21:07:52 CPU Usage: 60% | Memory Usage: 27.35% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.79%     223.4MiB / 1GiB       21.82%    95.8MB / 123MB    0B / 27.6MB       39
893a597ee7e4   tripmanagementquery   0.87%     299MiB / 1GiB         29.20%    56.1MB / 24MB     0B / 29.5MB       63
a590ec851b1e   calculationservice    0.35%     7.547MiB / 1GiB       0.74%     49.8MB / 61.9MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     73.34%    394.2MiB / 1GiB       38.50%    59.8GB / 295MB    270kB / 154MB     53
542de0862de7   gmapsadapter          0.28%     70.06MiB / 1GiB       6.84%     33MB / 23.8MB     0B / 16.4kB       22
80cf21d912f2   notificationservice   0.15%     21.51MiB / 1GiB       2.10%     16.3MB / 3.24MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.518GiB / 2GiB       75.91%    550kB / 631kB     0B / 21.6MB       40
4b76beba0bca   logstash              0.42%     1.079GiB / 31.34GiB   3.44%     14.5kB / 2.75kB   0B / 16.4MB       40
9d48986e2e38   kibana                3.14%     484.6MiB / 1GiB       47.33%    15.3MB / 77.7MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.21%     725.9MiB / 2GiB       35.44%    31.3MB / 2.04MB   0B / 32.9MB       18
8e05f3f7005f   elasticsearch         0.39%     1.451GiB / 2GiB       72.56%    77.4MB / 15MB     81.9kB / 47.6MB   88
8c8b2a42cbcb   mongo                 12.72%    102.2MiB / 1GiB       9.98%     253MB / 59.8GB    41kB / 187MB      23
7cac5634af4e   rabbitmq              2.75%     103.4MiB / 512MiB     20.19%    97.5MB / 95.8MB   0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.48%     917.6MiB / 1GiB       89.61%    2.05MB / 1.67MB   0B / 14.4MB       63 | Load Average:  2.06, 2.19, 1.69 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.325/1.806/2.141/0.281 Avg:ms Max:
2024-05-06 21:08:00 CPU Usage: 55.9% | Memory Usage: 27.34% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.67%     223.3MiB / 1GiB       21.81%    95.8MB / 123MB    0B / 27.6MB       39
893a597ee7e4   tripmanagementquery   0.98%     299MiB / 1GiB         29.20%    56.1MB / 24MB     0B / 29.5MB       63
a590ec851b1e   calculationservice    0.48%     7.562MiB / 1GiB       0.74%     49.8MB / 62MB     0B / 0B           7
ee7d2be91e49   tripmanagementcmd     75.27%    394.3MiB / 1GiB       38.50%    60GB / 296MB      270kB / 154MB     53
542de0862de7   gmapsadapter          0.28%     69.95MiB / 1GiB       6.83%     33MB / 23.8MB     0B / 16.4kB       22
80cf21d912f2   notificationservice   0.17%     21.51MiB / 1GiB       2.10%     16.3MB / 3.25MB   0B / 0B           6
9bc901cb6181   userservice           0.09%     1.518GiB / 2GiB       75.91%    550kB / 631kB     0B / 21.7MB       40
4b76beba0bca   logstash              0.32%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 16.4MB       40
9d48986e2e38   kibana                3.30%     484.6MiB / 1GiB       47.33%    15.3MB / 77.7MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.22%     726.6MiB / 2GiB       35.48%    31.4MB / 2.04MB   0B / 32.9MB       18
8e05f3f7005f   elasticsearch         0.76%     1.451GiB / 2GiB       72.56%    77.5MB / 15MB     81.9kB / 47.6MB   88
8c8b2a42cbcb   mongo                 12.63%    102.5MiB / 1GiB       10.01%    253MB / 60GB      41kB / 187MB      23
7cac5634af4e   rabbitmq              2.35%     103.4MiB / 512MiB     20.19%    97.6MB / 95.9MB   0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.49%     917.6MiB / 1GiB       89.61%    2.05MB / 1.67MB   0B / 14.4MB       63 | Load Average:  1.90, 2.15, 1.68 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.463/1.704/1.911/0.161 Avg:ms Max:
2024-05-06 21:08:08 CPU Usage: 94.4% | Memory Usage: 27.35% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.68%     223.3MiB / 1GiB       21.81%    95.8MB / 123MB    0B / 27.7MB       39
893a597ee7e4   tripmanagementquery   0.81%     299MiB / 1GiB         29.20%    56.1MB / 24.1MB   0B / 29.5MB       63
a590ec851b1e   calculationservice    0.39%     7.547MiB / 1GiB       0.74%     49.9MB / 62MB     0B / 0B           7
ee7d2be91e49   tripmanagementcmd     73.47%    394.3MiB / 1GiB       38.51%    60.1GB / 296MB    270kB / 154MB     53
542de0862de7   gmapsadapter          0.25%     69.74MiB / 1GiB       6.81%     33MB / 23.8MB     0B / 16.4kB       22
80cf21d912f2   notificationservice   0.14%     21.5MiB / 1GiB        2.10%     16.3MB / 3.25MB   0B / 0B           6
9bc901cb6181   userservice           0.10%     1.518GiB / 2GiB       75.91%    550kB / 632kB     0B / 21.7MB       40
4b76beba0bca   logstash              0.31%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 16.4MB       40
9d48986e2e38   kibana                3.47%     484.6MiB / 1GiB       47.33%    15.3MB / 77.8MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.21%     727.2MiB / 2GiB       35.51%    31.4MB / 2.05MB   0B / 33MB         18
8e05f3f7005f   elasticsearch         0.58%     1.451GiB / 2GiB       72.56%    77.5MB / 15.1MB   81.9kB / 47.6MB   88
8c8b2a42cbcb   mongo                 10.82%    102.4MiB / 1GiB       10.00%    254MB / 60.1GB    41kB / 187MB      23
7cac5634af4e   rabbitmq              1.58%     103.3MiB / 512MiB     20.19%    97.7MB / 96MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.07%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.51%     917.6MiB / 1GiB       89.61%    2.05MB / 1.67MB   0B / 14.4MB       63 | Load Average:  1.83, 2.13, 1.67 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.513/1.686/1.756/0.090 Avg:ms Max:
2024-05-06 21:08:16 CPU Usage: 63.9% | Memory Usage: 27.36% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.83%     223.3MiB / 1GiB       21.81%    95.9MB / 123MB    0B / 27.7MB       39
893a597ee7e4   tripmanagementquery   1.32%     299MiB / 1GiB         29.20%    56.2MB / 24.1MB   0B / 29.5MB       63
a590ec851b1e   calculationservice    0.41%     7.605MiB / 1GiB       0.74%     49.9MB / 62.1MB   0B / 0B           7
ee7d2be91e49   tripmanagementcmd     74.35%    394.3MiB / 1GiB       38.51%    60.3GB / 297MB    270kB / 154MB     53
542de0862de7   gmapsadapter          0.26%     69.71MiB / 1GiB       6.81%     33.1MB / 23.8MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.12%     21.5MiB / 1GiB        2.10%     16.3MB / 3.25MB   0B / 0B           6
9bc901cb6181   userservice           0.17%     1.518GiB / 2GiB       75.91%    551kB / 632kB     0B / 21.7MB       40
4b76beba0bca   logstash              0.62%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 16.5MB       40
9d48986e2e38   kibana                3.83%     484.6MiB / 1GiB       47.33%    15.4MB / 77.8MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.28%     727.9MiB / 2GiB       35.54%    31.5MB / 2.05MB   0B / 33MB         18
8e05f3f7005f   elasticsearch         0.72%     1.451GiB / 2GiB       72.56%    77.6MB / 15.1MB   81.9kB / 47.6MB   88
8c8b2a42cbcb   mongo                 11.93%    102.5MiB / 1GiB       10.01%    254MB / 60.3GB    41kB / 187MB      23
7cac5634af4e   rabbitmq              2.65%     103.8MiB / 512MiB     20.27%    97.8MB / 96.1MB   0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.07%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.84%     917.6MiB / 1GiB       89.61%    2.05MB / 1.68MB   0B / 14.4MB       63 | Load Average:  2.94, 2.36, 1.75 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.662/1.830/2.157/0.176 Avg:ms Max:
2024-05-06 21:08:24 CPU Usage: 67.6% | Memory Usage: 27.37% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.57%     223.3MiB / 1GiB       21.81%    95.9MB / 123MB    0B / 27.7MB       39
893a597ee7e4   tripmanagementquery   0.65%     299MiB / 1GiB         29.20%    56.2MB / 24.1MB   0B / 29.5MB       63
a590ec851b1e   calculationservice    0.32%     7.691MiB / 1GiB       0.75%     50MB / 62.1MB     0B / 0B           7
ee7d2be91e49   tripmanagementcmd     73.58%    394.4MiB / 1GiB       38.51%    60.4GB / 298MB    270kB / 154MB     53
542de0862de7   gmapsadapter          0.25%     70.42MiB / 1GiB       6.88%     33.1MB / 23.8MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.09%     21.5MiB / 1GiB        2.10%     16.4MB / 3.26MB   0B / 0B           6
9bc901cb6181   userservice           0.08%     1.518GiB / 2GiB       75.91%    551kB / 632kB     0B / 21.7MB       40
4b76beba0bca   logstash              0.47%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 16.5MB       40
9d48986e2e38   kibana                3.08%     484.6MiB / 1GiB       47.33%    15.4MB / 77.9MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.19%     728.4MiB / 2GiB       35.57%    31.5MB / 2.05MB   0B / 33MB         18
8e05f3f7005f   elasticsearch         0.34%     1.451GiB / 2GiB       72.56%    77.6MB / 15.1MB   81.9kB / 47.6MB   88
8c8b2a42cbcb   mongo                 8.88%     102.7MiB / 1GiB       10.03%    255MB / 60.4GB    41kB / 188MB      23
7cac5634af4e   rabbitmq              64.68%    103.8MiB / 512MiB     20.28%    97.9MB / 96.2MB   0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.05%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.44%     917.6MiB / 1GiB       89.61%    2.05MB / 1.68MB   0B / 14.4MB       63 | Load Average:  2.95, 2.37, 1.76 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.485/1.727/1.939/0.167 Avg:ms Max:
2024-05-06 21:08:32 CPU Usage: 61.8% | Memory Usage: 27.37% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.65%     223.3MiB / 1GiB       21.81%    96MB / 123MB      0B / 27.7MB       39
893a597ee7e4   tripmanagementquery   0.73%     299MiB / 1GiB         29.20%    56.3MB / 24.1MB   0B / 29.6MB       63
a590ec851b1e   calculationservice    0.43%     7.719MiB / 1GiB       0.75%     50MB / 62.2MB     0B / 0B           7
ee7d2be91e49   tripmanagementcmd     76.93%    394.6MiB / 1GiB       38.53%    60.6GB / 298MB    270kB / 154MB     53
542de0862de7   gmapsadapter          0.25%     70.39MiB / 1GiB       6.87%     33.1MB / 23.8MB   0B / 16.4kB       22
80cf21d912f2   notificationservice   0.12%     21.51MiB / 1GiB       2.10%     16.4MB / 3.26MB   0B / 0B           6
9bc901cb6181   userservice           0.10%     1.518GiB / 2GiB       75.91%    551kB / 632kB     0B / 21.7MB       40
4b76beba0bca   logstash              0.35%     1.082GiB / 31.34GiB   3.45%     14.5kB / 2.75kB   0B / 16.5MB       40
9d48986e2e38   kibana                3.28%     484.6MiB / 1GiB       47.33%    15.4MB / 77.9MB   0B / 8.19kB       12
169fc0d27e17   monitor               0.21%     728.5MiB / 2GiB       35.57%    31.6MB / 2.06MB   0B / 33MB         18
8e05f3f7005f   elasticsearch         0.52%     1.451GiB / 2GiB       72.56%    77.7MB / 15.1MB   81.9kB / 47.7MB   88
8c8b2a42cbcb   mongo                 11.27%    102.7MiB / 1GiB       10.03%    255MB / 60.6GB    41kB / 188MB      23
7cac5634af4e   rabbitmq              1.21%     103.9MiB / 512MiB     20.29%    98MB / 96.3MB     0B / 3.34MB       40
0d83340eb2a1   mysqlserver           0.06%     177.8MiB / 1GiB       17.36%    285kB / 346kB     0B / 13.1MB       38
bad4d64f3501   discoveryservice      0.45%     917.6MiB / 1GiB       89.61%    2.05MB / 1.68MB   0B / 14.4MB       63 | Load Average:  2.65, 2.33, 1.75 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.42 Write:8.89 | Network Latency: Min:1.287/1.569/1.840/0.218 Avg:ms Max:
2024-05-06 21:08:39 CPU Usage: 57.6% | Memory Usage: 27.35% | I/O Usage (read write): 3.42 8.89 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
58a77735eccd   edgeservice           0.84%     223.3MiB / 1GiB       21.81%    96MB / 123MB      0B / 27.8MB       39
